次序,小韻,反切,聲母,韻目,調,等,呼,韻母,IPA
1909,醒,蘇挺,心,迥,上,四,開,青開,seiŋʔ
1910,鞞,補鼎,幫,迥,上,四,開,青開,peiŋʔ
1911,褧,口迥,溪,迥,上,四,合,青合,kʰueiŋʔ
1912,剄,古挺,見,迥,上,四,開,青開,keiŋʔ
1913,頩,匹迥,滂,迥,上,四,開,青開,pʰeiŋʔ
1914,巊,烟涬,影,迥,上,四,開,青開,ʔeiŋʔ
1915,笭,力鼎,來,迥,上,四,開,青開,leiŋʔ
1916,竝,蒲迥,並,迥,上,四,開,青開,beiŋʔ
1917,詗,火迥,曉,迥,上,四,合,青合,hueiŋʔ
1918,䀴,五剄,疑,迥,上,四,開,青開,ŋeiŋʔ
1919,拯,,章,拯,上,三,開,蒸,tɕiŋʔ
1920,庱,丑拯,徹,拯,上,三,開,蒸,ʈʰiŋʔ
1921,殑,其拯,羣,拯,上,三,開,蒸,ɡiŋʔ
1922,㱡,色庱,生,拯,上,三,開,蒸,ʃiŋʔ
1923,等,多肯,端,等,上,一,開,登開,təŋʔ
1924,倗,普等,滂,等,上,一,開,登開,pʰəŋʔ
1925,肯,苦等,溪,等,上,一,開,登開,kʰəŋʔ
1926,能,奴等,泥,等,上,一,開,登開,nəŋʔ
1927,有,云久,云,有,上,三,開,尤,ɦiuʔ
1928,柳,力久,來,有,上,三,開,尤,liuʔ
1929,狃,女久,孃,有,上,三,開,尤,ɳiuʔ
1930,丑,敕久,徹,有,上,三,開,尤,ʈʰiuʔ
1931,肘,陟柳,知,有,上,三,開,尤,ʈiuʔ
1932,朽,許久,曉,有,上,三,開,尤,hiuʔ
1933,久,舉有,見,有,上,三,開,尤,kiuʔ
1934,首,書九,書,有,上,三,開,尤,ɕiuʔ
1935,醜,昌九,昌,有,上,三,開,尤,tɕʰiuʔ
1936,湫,在九,從,有,上,三,開,尤,dziuʔ
1937,婦,房久,並,有,上,三,開,尤,biuʔ
1938,缶,方久,幫,有,上,三,開,尤,piuʔ
1939,糗,去久,溪,有,上,三,開,尤,kʰiuʔ
1940,蹂,人九,日,有,上,三,開,尤,ȵiuʔ
1941,舅,其九,羣,有,上,三,開,尤,ɡiuʔ
1942,紂,除柳,澄,有,上,三,開,尤,ɖiuʔ
1943,酉,與久,以,有,上,三,開,尤,jiuʔ
1944,受,殖酉,常,有,上,三,開,尤,dʑiuʔ
1945,滫,息有,心,有,上,三,開,尤,siuʔ
1946,䬀,於柳,影,有,上,三,開,尤,ʔiuʔ
1947,酒,子酉,精,有,上,三,開,尤,tsiuʔ
1948,𣸈,踈有,生,有,上,三,開,尤,ʃiuʔ
1949,帚,之九,章,有,上,三,開,尤,tɕiuʔ
1950,㤱,芳否,滂,有,上,三,開,尤,pʰiuʔ
1951,掫,側九,莊,有,上,三,開,尤,tʃiuʔ
1952,𥣙,士九,崇,有,上,三,開,尤,dʒiuʔ
1953,𩋄,初九,初,有,上,三,開,尤,tʃʰiuʔ
1954,秠,芳婦,滂,有,上,三,開,尤,pʰiuʔ
1955,厚,胡口,匣,厚,上,一,開,侯,ɦəuʔ
1956,母,莫厚,明,厚,上,一,開,侯,məuʔ
1957,部,蒲口,並,厚,上,一,開,侯,bəuʔ
1958,斗,當口,端,厚,上,一,開,侯,təuʔ
1959,𪌘,天口,透,厚,上,一,開,侯,tʰəuʔ
1960,苟,古厚,見,厚,上,一,開,侯,kəuʔ
1961,藕,五口,疑,厚,上,一,開,侯,ŋəuʔ
1962,㨐,方垢,幫,厚,上,一,開,侯,pəuʔ
1963,㝅,乃后,泥,厚,上,一,開,侯,nəuʔ
1964,叜,蘇后,心,厚,上,一,開,侯,səuʔ
1965,吼,呼后,曉,厚,上,一,開,侯,həuʔ
1966,剖,普后,滂,厚,上,一,開,侯,pʰəuʔ
1967,歐,烏后,影,厚,上,一,開,侯,ʔəuʔ
1968,塿,郎斗,來,厚,上,一,開,侯,ləuʔ
1969,走,子苟,精,厚,上,一,開,侯,tsəuʔ
1970,口,苦后,溪,厚,上,一,開,侯,kʰəuʔ
1971,䕆,徒口,定,厚,上,一,開,侯,dəuʔ
1972,鯫,仕垢,崇,厚,上,一,開,侯,dʒəuʔ
1973,趣,倉苟,清,厚,上,一,開,侯,tsʰəuʔ
1974,黝,於糾,影,黝,上,三,開,幽,ʔiəuʔ
1975,糾,居黝,見,黝,上,三,開,幽,kiəuʔ
1976,蟉,渠黝,羣,黝,上,三,開,幽,ɡiəuʔ
1977,寑,七稔,清,寑,上,三,開,侵,tsʰimʔ
1978,朕,直稔,澄,寑,上,三,開,侵,ɖimʔ
1979,坅,丘甚,溪,寑A,上,三,開,侵A,kʰimʔ
1980,廩,力稔,來,寑,上,三,開,侵,limʔ
1981,罧,斯甚,心,寑,上,三,開,侵,simʔ
1982,踸,丑甚,徹,寑,上,三,開,侵,ʈʰimʔ
1983,䤐,子朕,精,寑,上,三,開,侵,tsimʔ
1984,荏,如甚,日,寑,上,三,開,侵,ȵimʔ
1985,枕,章荏,章,寑,上,三,開,侵,tɕimʔ
1986,沈,式任,書,寑,上,三,開,侵,ɕimʔ
1987,葚,食荏,船,寑,上,三,開,侵,ʑimʔ
1988,甚,常枕,常,寑,上,三,開,侵,dʑimʔ
1989,瀋,昌枕,昌,寑,上,三,開,侵,tɕʰimʔ
1990,墋,初朕,初,寑,上,三,開,侵,tʃʰimʔ
1991,拰,尼凜,孃,寑,上,三,開,侵,ɳimʔ
1992,噤,渠飲,羣,寑B,上,三,開,侵B,ɡimʔ
1993,錦,居飲,見,寑B,上,三,開,侵B,kimʔ
1994,蕈,慈荏,從,寑,上,三,開,侵,dzimʔ
1995,僸,牛錦,疑,寑B,上,三,開,侵B,ŋimʔ
1996,㾕,踈錦,生,寑,上,三,開,侵,ʃimʔ
1997,稟,筆錦,幫,寑B,上,三,開,侵B,pimʔ
1998,㱃,於錦,影,寑B,上,三,開,侵B,ʔimʔ
1999,品,丕飲,滂,寑B,上,三,開,侵B,pʰimʔ
2000,𩖄,欽錦,溪,寑B,上,三,開,侵B,kʰimʔ
2001,廞,許錦,曉,寑B,上,三,開,侵B,himʔ
2002,戡,張甚,知,寑,上,三,開,侵,ʈimʔ
2003,潭,以荏,以,寑,上,三,開,侵,jimʔ
2004,𩒣,士㾕,崇,寑,上,三,開,侵,dʒimʔ
2005,感,古禫,見,感,上,一,開,覃,kəmʔ
2006,禫,徒感,定,感,上,一,開,覃,dəmʔ
2007,晻,烏感,影,感,上,一,開,覃,ʔəmʔ
2008,腩,奴感,泥,感,上,一,開,覃,nəmʔ
2009,襑,他感,透,感,上,一,開,覃,tʰəmʔ
2010,歜,徂感,從,感,上,一,開,覃,dzəmʔ
2011,慘,七感,清,感,上,一,開,覃,tsʰəmʔ
2012,顉,五感,疑,感,上,一,開,覃,ŋəmʔ
2013,昝,子感,精,感,上,一,開,覃,tsəmʔ
2014,糂,桑感,心,感,上,一,開,覃,səmʔ
2015,坎,苦感,溪,感,上,一,開,覃,kʰəmʔ
2016,頷,胡感,匣,感,上,一,開,覃,ɦəmʔ
2017,壈,盧感,來,感,上,一,開,覃,ləmʔ
2018,黕,都感,端,感,上,一,開,覃,təmʔ
2019,䫲,呼唵,曉,感,上,一,開,覃,həmʔ
2020,敢,古覽,見,敢,上,一,開,談,kɑmʔ
2021,㶒,賞敢,書,敢,上,一,開,談,ɕɑmʔ
2022,覽,盧敢,來,敢,上,一,開,談,lɑmʔ
2023,𦵹,吐敢,透,敢,上,一,開,談,tʰɑmʔ
2024,膽,都敢,端,敢,上,一,開,談,tɑmʔ
2025,噉,徒敢,定,敢,上,一,開,談,dɑmʔ
2026,黲,倉敢,清,敢,上,一,開,談,tsʰɑmʔ
2027,㛧,謨敢,明,敢,上,一,開,談,mɑmʔ
2028,䭕,子敢,精,敢,上,一,開,談,tsɑmʔ
2029,槧,才敢,從,敢,上,一,開,談,dzɑmʔ
2030,喊,呼覽,曉,敢,上,一,開,談,hɑmʔ
2031,埯,烏敢,影,敢,上,一,開,談,ʔɑmʔ
2032,𠪚,口敢,溪,敢,上,一,開,談,kʰɑmʔ
2033,琰,以冉,以,琰,上,三,開,鹽,jiemʔ
2034,斂,良冉,來,琰,上,三,開,鹽,liemʔ
2035,險,虚檢,曉,琰B,上,三,開,鹽B,hiemʔ
2036,貶,方斂,幫,琰B,上,三,開,鹽B,piemʔ
2037,颭,占琰,章,琰,上,三,開,鹽,tɕiemʔ
2038,𩑳,丘檢,溪,琰B,上,三,開,鹽B,kʰiemʔ
2039,顩,魚檢,疑,琰B,上,三,開,鹽B,ŋiemʔ
2040,儉,巨險,羣,琰B,上,三,開,鹽B,ɡiemʔ
2041,檢,居奄,見,琰B,上,三,開,鹽B,kiemʔ
2042,黶,於琰,影,琰A,上,三,開,鹽A,ʔiemʔ
2043,冉,而琰,日,琰,上,三,開,鹽,ȵiemʔ
2044,陝,失冉,書,琰,上,三,開,鹽,ɕiemʔ
2045,諂,丑琰,徹,琰,上,三,開,鹽,ʈʰiemʔ
2046,奄,衣儉,影,琰B,上,三,開,鹽B,ʔiemʔ
2047,漸,慈染,從,琰,上,三,開,鹽,dziemʔ
2048,憸,七漸,清,琰,上,三,開,鹽,tsʰiemʔ
2049,𩟗,子冉,精,琰,上,三,開,鹽,tsiemʔ
2050,脥,謙琰,溪,琰A,上,三,開,鹽A,kʰiemʔ
2051,剡,時染,常,琰,上,三,開,鹽,dʑiemʔ
2052,忝,他玷,透,忝,上,四,開,添,tʰeimʔ
2053,淰,乃玷,泥,忝,上,四,開,添,neimʔ
2054,點,多忝,端,忝,上,四,開,添,teimʔ
2055,簟,徒玷,定,忝,上,四,開,添,deimʔ
2056,嗛,苦簟,溪,忝,上,四,開,添,kʰeimʔ
2057,稴,力忝,來,忝,上,四,開,添,leimʔ
2058,鼸,胡忝,匣,忝,上,四,開,添,ɦeimʔ
2059,憯,靑忝,清,忝,上,四,開,添,tsʰeimʔ
2060,孂,兼玷,見,忝,上,四,開,添,keimʔ
2061,𡕢,明忝,明,忝,上,四,開,添,meimʔ
2062,儼,魚掩,疑,儼,上,三,開,嚴,ŋiɑmʔ
2063,欦,丘广,溪,儼,上,三,開,嚴,kʰiɑmʔ
2064,埯,於广,影,儼,上,三,開,嚴,ʔiɑmʔ
2065,豏,下斬,匣,豏,上,二,開,咸,ɦemʔ
2066,湛,徒減,澄,豏,上,二,開,咸,ɖemʔ
2067,㦿,苦減,溪,豏,上,二,開,咸,kʰemʔ
2068,鹼,古斬,見,豏,上,二,開,咸,kemʔ
2069,瀺,士減,崇,豏,上,二,開,咸,dʒemʔ
2070,臉,力減,來,豏,上,二,開,咸,lemʔ
2071,斬,側減,莊,豏,上,二,開,咸,tʃemʔ
2072,䑎,初減,初,豏,上,二,開,咸,tʃʰemʔ
2073,闞,火斬,曉,豏,上,二,開,咸,hemʔ
2074,摻,所斬,生,豏,上,二,開,咸,ʃemʔ
2075,黯,乙減,影,豏,上,二,開,咸,ʔemʔ
2076,喊,呼豏,曉,豏,上,二,開,咸,hemʔ
2077,𦊔,女減,孃,豏,上,二,開,咸,ɳemʔ
2078,𠐩,丑減,徹,豏,上,二,開,咸,ʈʰemʔ
2079,檻,胡黤,匣,檻,上,二,開,銜,ɦamʔ
2080,䫡,丘檻,溪,檻,上,二,開,銜,kʰamʔ
2081,㨻,山檻,生,檻,上,二,開,銜,ʃamʔ
2082,黤,於檻,影,檻,上,二,開,銜,ʔamʔ
2083,醶,初檻,初,檻,上,二,開,銜,tʃʰamʔ
2084,㺖,荒檻,曉,檻,上,二,開,銜,hamʔ
2085,巉,仕檻,崇,檻,上,二,開,銜,dʒamʔ
2086,范,防錽,並,梵,上,三,合,凡,byɑmʔ
2087,錽,亡范,明,梵,上,三,合,凡,myɑmʔ
2088,𦜒,府犯,幫,梵,上,三,合,凡,pyɑmʔ
2089,凵,丘犯,溪,梵,上,三,合,凡,kʰyɑmʔ
2090,釩,峯犯,滂,梵,上,三,合,凡,pʰyɑmʔ
2091,𠑆,丑犯,徹,梵,上,三,合,凡,ʈʰyɑmʔ
2092,送,蘇弄,心,送,去,一,開,東一,suŋh
2093,鳳,馮貢,並,送,去,三,開,東三,biuŋh
2094,貢,古送,見,送,去,一,開,東一,kuŋh
2095,弄,盧貢,來,送,去,一,開,東一,luŋh
2096,涷,多貢,端,送,去,一,開,東一,tuŋh
2097,控,苦貢,溪,送,去,一,開,東一,kʰuŋh
2098,糉,作弄,精,送,去,一,開,東一,tsuŋh
2099,瓮,烏貢,影,送,去,一,開,東一,ʔuŋh
2100,𧩪,千弄,清,送,去,一,開,東一,tsʰuŋh
2101,洞,徒弄,定,送,去,一,開,東一,duŋh
2102,痛,他貢,透,送,去,一,開,東一,tʰuŋh
2103,仲,直衆,澄,送,去,三,開,東三,ɖiuŋh
2104,諷,方鳳,幫,送,去,三,開,東三,piuŋh
2105,焪,去仲,溪,送,去,三,開,東三,kʰiuŋh
2106,㝱,莫鳳,明,送,去,三,開,東三,miuŋh
2107,𧽒,香仲,曉,送,去,三,開,東三,hiuŋh
2108,𢄐,莫弄,明,送,去,一,開,東一,muŋh
2109,趥,千仲,清,送,去,三,開,東三,tsʰiuŋh
2110,賵,撫鳳,滂,送,去,三,開,東三,pʰiuŋh
2111,𣀒,徂送,從,送,去,一,開,東一,dzuŋh
2112,中,陟仲,知,送,去,三,開,東三,ʈiuŋh
2113,哄,胡貢,匣,送,去,一,開,東一,ɦuŋh
2114,齈,奴凍,泥,送,去,一,開,東一,nuŋh
2115,衆,之仲,章,送,去,三,開,東三,tɕiuŋh
2116,銃,充仲,昌,送,去,三,開,東三,tɕʰiuŋh
2117,㓽,仕仲,崇,送,去,三,開,東三,dʒiuŋh
2118,烘,呼貢,曉,送,去,一,開,東一,huŋh
2119,宋,蘇統,心,宋,去,一,開,冬,suoŋh
2120,綜,子宋,精,宋,去,一,開,冬,tsuoŋh
2121,統,他綜,透,宋,去,一,開,冬,tʰuoŋh
2122,雺,莫綜,明,宋,去,一,開,冬,muoŋh
2123,䃔,乎宋,匣,宋,去,一,開,冬,ɦuoŋh
2124,用,余頌,以,用,去,三,開,鍾,jioŋh
2125,頌,似用,邪,用,去,三,開,鍾,zioŋh
2126,俸,扶用,並,用,去,三,開,鍾,bioŋh
2127,共,渠用,羣,用,去,三,開,鍾,ɡioŋh
2128,葑,方用,幫,用,去,三,開,鍾,pioŋh
2129,供,居用,見,用,去,三,開,鍾,kioŋh
2130,雍,於用,影,用,去,三,開,鍾,ʔioŋh
2131,湩,竹用,知,用,去,三,開,鍾,ʈioŋh
2132,縱,子用,精,用,去,三,開,鍾,tsioŋh
2133,蹱,丑用,徹,用,去,三,開,鍾,ʈʰioŋh
2134,䩸,而用,日,用,去,三,開,鍾,ȵioŋh
2135,種,之用,章,用,去,三,開,鍾,tɕioŋh
2136,重,柱用,澄,用,去,三,開,鍾,ɖioŋh
2137,贚,良用,來,用,去,三,開,鍾,lioŋh
2138,恐,區用,溪,用,去,三,開,鍾,kʰioŋh
2139,從,疾用,從,用,去,三,開,鍾,dzioŋh
2140,𢫨,穠用,孃,用,去,三,開,鍾,ɳioŋh
2141,絳,古巷,見,絳,去,二,開,江,koŋh
2142,巷,胡絳,匣,絳,去,二,開,江,ɦoŋh
2143,戇,陟降,知,絳,去,二,開,江,ʈoŋh
2144,䡴,直絳,澄,絳,去,二,開,江,ɖoŋh
2145,𥈄,丑絳,徹,絳,去,二,開,江,ʈʰoŋh
2146,漴,士絳,崇,絳,去,二,開,江,dʒoŋh
2147,肨,匹絳,滂,絳,去,二,開,江,pʰoŋh
2148,䎫,楚絳,初,絳,去,二,開,江,tʃʰoŋh
2149,淙,色絳,生,絳,去,二,開,江,ʃoŋh
2150,寘,支義,章,寘,去,三,開,支開,tɕieh
2151,避,毗義,並,寘A,去,三,開,支A開,bieh
2152,惴,之睡,章,寘,去,三,合,支合,tɕyeh
2153,詈,力智,來,寘,去,三,開,支開,lieh
2154,豉,是義,常,寘,去,三,開,支開,dʑieh
2155,積,子智,精,寘,去,三,開,支開,tsieh
2156,賜,斯義,心,寘,去,三,開,支開,sieh
2157,爲,于僞,云,寘,去,三,合,支合,ɦyeh
2158,䞈,詭僞,見,寘B,去,三,合,支B合,kyeh
2159,帔,披義,滂,寘B,去,三,開,支B開,pʰieh
2160,賁,彼義,幫,寘B,去,三,開,支B開,pieh
2161,髲,平義,並,寘B,去,三,開,支B開,bieh
2162,累,良僞,來,寘,去,三,合,支合,lyeh
2163,寄,居義,見,寘B,去,三,開,支B開,kieh
2164,臂,卑義,幫,寘A,去,三,開,支A開,pieh
2165,芰,奇寄,羣,寘B,去,三,開,支B開,ɡieh
2166,刺,七賜,清,寘,去,三,開,支開,tsʰieh
2167,易,以豉,以,寘,去,三,開,支開,jieh
2168,議,宜寄,疑,寘B,去,三,開,支B開,ŋieh
2169,譬,匹賜,滂,寘A,去,三,開,支A開,pʰieh
2170,漬,疾智,從,寘,去,三,開,支開,dzieh
2171,智,知義,知,寘,去,三,開,支開,ʈieh
2172,倚,於義,影,寘B,去,三,開,支B開,ʔieh
2173,縋,馳僞,澄,寘,去,三,合,支合,ɖyeh
2174,吹,尺僞,昌,寘,去,三,合,支合,tɕʰyeh
2175,戲,香義,曉,寘B,去,三,開,支B開,hieh
2176,企,去智,溪,寘A,去,三,開,支A開,kʰieh
2177,縊,於賜,影,寘A,去,三,開,支A開,ʔieh
2178,翅,施智,書,寘,去,三,開,支開,ɕieh
2179,屣,所寄,生,寘,去,三,開,支開,ʃieh
2180,觖,窺瑞,溪,寘A,去,三,合,支A合,kʰyeh
2181,餧,於僞,影,寘B,去,三,合,支B合,ʔyeh
2182,僞,危睡,疑,寘B,去,三,合,支B合,ŋyeh
2183,毀,況僞,曉,寘B,去,三,合,支B合,hyeh
2184,恚,於避,影,寘A,去,三,合,支A合,ʔyeh
2185,睡,是僞,常,寘,去,三,合,支合,dʑyeh
2186,馶,居企,見,寘A,去,三,開,支A開,kieh
2187,䄲,而瑞,日,寘,去,三,合,支合,ȵyeh
2188,卶,充豉,昌,寘,去,三,開,支開,tɕʰieh
2189,䅗,思累,心,寘,去,三,合,支合,syeh
2190,娷,竹恚,知,寘,去,三,合,支合,ʈyeh
2191,瓗,以睡,以,寘,去,三,合,支合,jyeh
2192,諉,女恚,孃,寘,去,三,合,支合,ɳyeh
2193,瞡,規恚,見,寘A,去,三,合,支A合,kyeh
2194,𧙁,爭義,莊,寘,去,三,開,支開,tʃieh
2195,孈,呼恚,曉,寘A,去,三,合,支A合,hyeh
2196,㞆,卿義,溪,寘B,去,三,開,支B開,kʰieh
2197,至,脂利,章,至,去,三,開,脂開,tɕiəh
2198,位,于愧,云,至,去,三,合,脂合,ɦyəh
2199,郿,明祕,明,至B,去,三,開,脂B開,miəh
2200,遂,徐醉,邪,至,去,三,合,脂合,zyəh
2201,醉,將遂,精,至,去,三,合,脂合,tsyəh
2202,邃,雖遂,心,至,去,三,合,脂合,syəh
2203,類,力遂,來,至,去,三,合,脂合,lyəh
2204,祕,兵媚,幫,至B,去,三,開,脂B開,piəh
2205,匱,求位,羣,至B,去,三,合,脂B合,ɡyəh
2206,濞,匹備,滂,至B,去,三,開,脂B開,pʰiəh
2207,備,平祕,並,至B,去,三,開,脂B開,biəh
2208,媿,俱位,見,至B,去,三,合,脂B合,kyəh
2209,帥,所類,生,至,去,三,合,脂合,ʃyəh
2210,喟,丘愧,溪,至B,去,三,合,脂B合,kʰyəh
2211,豷,許位,曉,至B,去,三,合,脂B合,hyəh
2212,嗜,常利,常,至,去,三,開,脂開,dʑiəh
2213,利,力至,來,至,去,三,開,脂開,liəh
2214,膩,女利,孃,至,去,三,開,脂開,ɳiəh
2215,屁,匹寐,滂,至A,去,三,開,脂A開,pʰiəh
2216,劓,魚器,疑,至B,去,三,開,脂B開,ŋiəh
2217,致,陟利,知,至,去,三,開,脂開,ʈiəh
2218,棄,詰利,溪,至A,去,三,開,脂A開,kʰiəh
2219,緻,直利,澄,至,去,三,開,脂開,ɖiəh
2220,寐,彌二,明,至A,去,三,開,脂A開,miəh
2221,杘,丑利,徹,至,去,三,開,脂開,ʈʰiəh
2222,冀,几利,見,至B,去,三,開,脂B開,kiəh
2223,臮,具冀,羣,至B,去,三,開,脂B開,ɡiəh
2224,悸,其季,羣,至A,去,三,合,脂A合,ɡyəh
2225,翠,七醉,清,至,去,三,合,脂合,tsʰyəh
2226,二,而至,日,至,去,三,開,脂開,ȵiəh
2227,恣,資四,精,至,去,三,開,脂開,tsiəh
2228,次,七四,清,至,去,三,開,脂開,tsʰiəh
2229,懿,乙兾,影,至B,去,三,開,脂B開,ʔiəh
2230,四,息利,心,至,去,三,開,脂開,siəh
2231,器,去冀,溪,至B,去,三,開,脂B開,kʰiəh
2232,季,居悸,見,至A,去,三,合,脂A合,kyəh
2233,鼻,毗至,並,至A,去,三,開,脂A開,biəh
2234,䁤,香季,曉,至A,去,三,合,脂A合,hyəh
2235,痹,必至,幫,至A,去,三,開,脂A開,piəh
2236,萃,秦醉,從,至,去,三,合,脂合,dzyəh
2237,地,徒四,定,至,去,三,開,脂開,diəh
2238,齂,虚器,曉,至B,去,三,開,脂B開,hiəh
2239,肄,羊至,以,至,去,三,開,脂開,jiəh
2240,示,神至,船,至,去,三,開,脂開,ʑiəh
2241,自,疾二,從,至,去,三,開,脂開,dziəh
2242,墜,直類,澄,至,去,三,合,脂合,ɖyəh
2243,出,尺類,昌,至,去,三,合,脂合,tɕʰyəh
2244,遺,以醉,以,至,去,三,合,脂合,jyəh
2245,侐,火季,曉,至A,去,三,合,脂A合,hyəh
2246,轛,追萃,知,至,去,三,合,脂合,ʈyəh
2247,痓,充自,昌,至,去,三,開,脂開,tɕʰiəh
2248,屍,矢利,書,至,去,三,開,脂開,ɕiəh
2249,㿷,楚愧,初,至,去,三,合,脂合,tʃʰyəh
2250,㽷,釋類,書,至,去,三,合,脂合,ɕyəh
2251,志,職吏,章,志,去,三,開,之,tɕih
2252,值,直吏,澄,志,去,三,開,之,ɖih
2253,寺,祥吏,邪,志,去,三,開,之,zih
2254,蛓,七吏,清,志,去,三,開,之,tsʰih
2255,笥,相吏,心,志,去,三,開,之,sih
2256,試,式吏,書,志,去,三,開,之,ɕih
2257,胾,側吏,莊,志,去,三,開,之,tʃih
2258,吏,力置,來,志,去,三,開,之,lih
2259,字,疾置,從,志,去,三,開,之,dzih
2260,眙,丑吏,徹,志,去,三,開,之,ʈʰih
2261,餌,仍吏,日,志,去,三,開,之,ȵih
2262,駛,踈吏,生,志,去,三,開,之,ʃih
2263,廁,初吏,初,志,去,三,開,之,tʃʰih
2264,異,羊吏,以,志,去,三,開,之,jih
2265,置,陟吏,知,志,去,三,開,之,ʈih
2266,侍,時吏,常,志,去,三,開,之,dʑih
2267,事,鉏吏,崇,志,去,三,開,之,dʒih
2268,忌,渠記,羣,志,去,三,開,之,ɡih
2269,熾,昌志,昌,志,去,三,開,之,tɕʰih
2270,意,於記,影,志,去,三,開,之,ʔih
2271,記,居吏,見,志,去,三,開,之,kih
2272,憙,許記,曉,志,去,三,開,之,hih
2273,䰯,魚記,疑,志,去,三,開,之,ŋih
2274,亟,去吏,溪,志,去,三,開,之,kʰih
2275,未,無沸,明,未,去,三,合,微合,myɨh
2276,貴,居胃,見,未,去,三,合,微合,kyɨh
2277,胃,于貴,云,未,去,三,合,微合,ɦyɨh
2278,魏,魚貴,疑,未,去,三,合,微合,ŋyɨh
2279,沸,方味,幫,未,去,三,合,微合,pyɨh
2280,費,芳未,滂,未,去,三,合,微合,pʰyɨh
2281,𥽂,丘畏,溪,未,去,三,合,微合,kʰyɨh
2282,尉,於胃,影,未,去,三,合,微合,ʔyɨh
2283,諱,許貴,曉,未,去,三,合,微合,hyɨh
2284,𥝋,扶沸,並,未,去,三,合,微合,byɨh
2285,旣,居豙,見,未,去,三,開,微開,kiɨh
2286,毅,魚旣,疑,未,去,三,開,微開,ŋiɨh
2287,氣,去旣,溪,未,去,三,開,微開,kʰiɨh
2288,欷,許旣,曉,未,去,三,開,微開,hiɨh
2289,䤒,其旣,羣,未,去,三,開,微開,ɡiɨh
2290,衣,於旣,影,未,去,三,開,微開,ʔiɨh
2291,御,牛倨,疑,御,去,三,開,魚,ŋioh
2292,慮,良倨,來,御,去,三,開,魚,lioh
2293,據,居御,見,御,去,三,開,魚,kioh
2294,覰,七慮,清,御,去,三,開,魚,tsʰioh
2295,㰦,丘倨,溪,御,去,三,開,魚,kʰioh
2296,署,常恕,常,御,去,三,開,魚,dʑioh
2297,恕,商署,書,御,去,三,開,魚,ɕioh
2298,著,陟慮,知,御,去,三,開,魚,ʈioh
2299,䬡,章恕,章,御,去,三,開,魚,tɕioh
2300,䟽,所去,生,御,去,三,開,魚,ʃioh
2301,飫,依倨,影,御,去,三,開,魚,ʔioh
2302,箸,遟倨,澄,御,去,三,開,魚,ɖioh
2303,遽,其據,羣,御,去,三,開,魚,ɡioh
2304,絮,息據,心,御,去,三,開,魚,sioh
2305,助,牀據,崇,御,去,三,開,魚,dʒioh
2306,怚,將預,精,御,去,三,開,魚,tsioh
2307,詛,莊助,莊,御,去,三,開,魚,tʃioh
2308,洳,人恕,日,御,去,三,開,魚,ȵioh
2309,豫,羊洳,以,御,去,三,開,魚,jioh
2310,噓,許御,曉,御,去,三,開,魚,hioh
2311,女,尼據,孃,御,去,三,開,魚,ɳioh
2312,楚,瘡據,初,御,去,三,開,魚,tʃʰioh
2313,處,昌據,昌,御,去,三,開,魚,tɕʰioh
2314,絮,抽據,徹,御,去,三,開,魚,ʈʰioh
2315,𡲁,徐預,邪,御,去,三,開,魚,zioh
2316,遇,牛具,疑,遇,去,三,合,虞,ŋyoh
2317,嫗,衣遇,影,遇,去,三,合,虞,ʔyoh
2318,樹,常句,常,遇,去,三,合,虞,dʑyoh
2319,住,持遇,澄,遇,去,三,合,虞,ɖyoh
2320,附,符遇,並,遇,去,三,合,虞,byoh
2321,注,之戍,章,遇,去,三,合,虞,tɕyoh
2322,屨,九遇,見,遇,去,三,合,虞,kyoh
2323,昫,香句,曉,遇,去,三,合,虞,hyoh
2324,戍,傷遇,書,遇,去,三,合,虞,ɕyoh
2325,裕,羊戍,以,遇,去,三,合,虞,jyoh
2326,孺,而遇,日,遇,去,三,合,虞,ȵyoh
2327,赴,芳遇,滂,遇,去,三,合,虞,pʰyoh
2328,務,亡遇,明,遇,去,三,合,虞,myoh
2329,緅,子句,精,遇,去,三,合,虞,tsyoh
2330,懼,其遇,羣,遇,去,三,合,虞,ɡyoh
2331,芋,王遇,云,遇,去,三,合,虞,ɦyoh
2332,埾,才句,從,遇,去,三,合,虞,dzyoh
2333,捒,色句,生,遇,去,三,合,虞,ʃyoh
2334,付,方遇,幫,遇,去,三,合,虞,pyoh
2335,娶,七句,清,遇,去,三,合,虞,tsʰyoh
2336,註,中句,知,遇,去,三,合,虞,ʈyoh
2337,驅,區遇,溪,遇,去,三,合,虞,kʰyoh
2338,菆,芻注,初,遇,去,三,合,虞,tʃʰyoh
2339,𨳳,丑注,徹,遇,去,三,合,虞,ʈʰyoh
2340,尠,思句,心,遇,去,三,合,虞,syoh
2341,屢,良遇,來,遇,去,三,合,虞,lyoh
2342,暮,莫故,明,暮,去,一,開,模,muh
2343,渡,徒故,定,暮,去,一,開,模,duh
2344,路,洛故,來,暮,去,一,開,模,luh
2345,妒,當故,端,暮,去,一,開,模,tuh
2346,菟,湯故,透,暮,去,一,開,模,tʰuh
2347,顧,古暮,見,暮,去,一,開,模,kuh
2348,誤,五故,疑,暮,去,一,開,模,ŋuh
2349,護,胡誤,匣,暮,去,一,開,模,ɦuh
2350,訴,桑故,心,暮,去,一,開,模,suh
2351,祚,昨誤,從,暮,去,一,開,模,dzuh
