次序,小韻,反切,聲母,韻目,調,等,呼,韻母,IPA
3384,窟,苦骨,溪,沒,入,一,合,沒,kʰuət
3385,訥,内骨,泥,沒,入,一,合,沒,nuət
3386,窣,蘇骨,心,沒,入,一,合,沒,suət
3387,猝,倉没,清,沒,入,一,合,沒,tsʰuət
3388,捽,昨没,從,沒,入,一,合,沒,dzuət
3389,麧,下没,匣,麧,入,一,開,麧,ɦət
3390,搰,戸骨,匣,沒,入,一,合,沒,ɦuət
3391,卒,臧没,精,沒,入,一,合,沒,tsuət
3392,曷,胡葛,匣,曷,入,一,開,曷,ɦɑt
3393,䫘,許葛,曉,曷,入,一,開,曷,hɑt
3394,怛,當割,端,曷,入,一,開,曷,tɑt
3395,闥,他達,透,曷,入,一,開,曷,tʰɑt
3396,遏,烏葛,影,曷,入,一,開,曷,ʔɑt
3397,剌,盧達,來,曷,入,一,開,曷,lɑt
3398,渴,苦曷,溪,曷,入,一,開,曷,kʰɑt
3399,達,唐割,定,曷,入,一,開,曷,dɑt
3400,巀,才割,從,曷,入,一,開,曷,dzɑt
3401,嶭,五割,疑,曷,入,一,開,曷,ŋɑt
3402,葛,古達,見,曷,入,一,開,曷,kɑt
3403,躠,桑割,心,曷,入,一,開,曷,sɑt
3404,攃,七曷,清,曷,入,一,開,曷,tsʰɑt
3405,捺,奴曷,泥,曷,入,一,開,曷,nɑt
3406,䔾,矛割,明,曷,入,一,開,曷,mɑt
3407,末,莫撥,明,末,入,一,合,末,muɑt
3408,枂,五活,疑,末,入,一,合,末,ŋuɑt
3409,柮,藏活,從,末,入,一,合,末,dzuɑt
3410,撥,北末,幫,末,入,一,合,末,puɑt
3411,䰖,姊末,精,曷,入,一,開,曷,tsɑt
3412,括,古活,見,末,入,一,合,末,kuɑt
3413,闊,苦栝,溪,末,入,一,合,末,kʰuɑt
3414,活,戸括,匣,末,入,一,合,末,ɦuɑt
3415,奪,徒活,定,末,入,一,合,末,duɑt
3416,豁,呼括,曉,末,入,一,合,末,huɑt
3417,斡,烏括,影,末,入,一,合,末,ʔuɑt
3418,繓,子括,精,末,入,一,合,末,tsuɑt
3419,鏺,普活,滂,末,入,一,合,末,pʰuɑt
3420,侻,他括,透,末,入,一,合,末,tʰuɑt
3421,捋,郎括,來,末,入,一,合,末,luɑt
3422,掇,丁括,端,末,入,一,合,末,tuɑt
3423,撮,倉括,清,末,入,一,合,末,tsʰuɑt
3424,跋,蒲撥,並,末,入,一,合,末,buɑt
3425,黠,胡八,匣,鎋,入,二,開,鎋開,ɦet
3426,札,側八,莊,鎋,入,二,開,鎋開,tʃet
3427,拔,蒲八,並,鎋,入,二,開,鎋開,bet
3428,𤫶,恪八,溪,鎋,入,二,開,鎋開,kʰet
3429,滑,戸八,匣,鎋,入,二,合,鎋合,ɦuet
3430,八,博拔,幫,鎋,入,二,開,鎋開,pet
3431,窡,丁滑,知,鎋,入,二,合,鎋合,ʈuet
3432,婠,烏八,影,鎋,入,二,合,鎋合,ʔuet
3433,豽,女滑,孃,鎋,入,二,合,鎋合,ɳuet
3434,𪙻,初八,初,鎋,入,二,開,鎋開,tʃʰet
3435,劀,古滑,見,鎋,入,二,合,鎋合,kuet
3436,戛,古黠,見,鎋,入,二,開,鎋開,ket
3437,軋,烏黠,影,鎋,入,二,開,鎋開,ʔet
3438,殺,所八,生,鎋,入,二,開,鎋開,ʃet
3439,㑻,莫八,明,鎋,入,二,開,鎋開,met
3440,傄,呼八,曉,鎋,入,二,合,鎋合,huet
3441,痆,女黠,孃,鎋,入,二,開,鎋開,ɳet
3442,𦤙,五滑,疑,鎋,入,二,合,鎋合,ŋuet
3443,䯇,口滑,溪,鎋,入,二,合,鎋合,kʰuet
3444,汃,普八,滂,鎋,入,二,開,鎋開,pʰet
3445,茁,鄒滑,莊,鎋,入,二,合,鎋合,tʃuet
3446,鎋,胡瞎,匣,黠,入,二,開,黠開,ɦat
3447,𪆰,乙鎋,影,黠,入,二,開,黠開,ʔat
3448,齾,五鎋,疑,黠,入,二,開,黠開,ŋat
3449,刹,初鎋,初,黠,入,二,開,黠開,tʃʰat
3450,𥴭,枯鎋,溪,黠,入,二,開,黠開,kʰat
3451,瞎,許鎋,曉,黠,入,二,開,黠開,hat
3452,獺,他鎋,徹,黠,入,二,開,黠開,ʈʰat
3453,刮,古䫄,見,黠,入,二,合,黠合,kuat
3454,頢,下刮,匣,黠,入,二,合,黠合,ɦuat
3455,䫄,丑刮,徹,黠,入,二,合,黠合,ʈʰuat
3456,鵽,丁刮,知,黠,入,二,合,黠合,ʈuat
3457,刷,數刮,生,黠,入,二,合,黠合,ʃuat
3458,刖,五刮,疑,黠,入,二,合,黠合,ŋuat
3459,䵵,初刮,初,黠,入,二,合,黠合,tʃʰuat
3460,𥗥,莫鎋,明,黠,入,二,開,黠開,mat
3461,妠,女刮,孃,黠,入,二,合,黠合,ɳuat
3462,捌,百鎋,幫,黠,入,二,開,黠開,pat
3463,𪈟,古鎋,見,黠,入,二,開,黠開,kat
3464,𨰉,查鎋,崇,黠,入,二,開,黠開,dʒat
3465,哳,陟鎋,知,黠,入,二,開,黠開,ʈat
3466,𩭿,而轄,日,黠,入,二,開,黠開,ȵat
3467,屑,先結,心,屑,入,四,開,屑開,seit
3468,切,千結,清,屑,入,四,開,屑開,tsʰeit
3469,結,古屑,見,屑,入,四,開,屑開,keit
3470,節,子結,精,屑,入,四,開,屑開,tseit
3471,血,呼決,曉,屑,入,四,合,屑合,hueit
3472,闋,苦穴,溪,屑,入,四,合,屑合,kʰueit
3473,玦,古穴,見,屑,入,四,合,屑合,kueit
3474,穴,胡決,匣,屑,入,四,合,屑合,ɦueit
3475,抉,於決,影,屑,入,四,合,屑合,ʔueit
3476,姪,徒結,定,屑,入,四,開,屑開,deit
3477,鐵,他結,透,屑,入,四,開,屑開,tʰeit
3478,纈,胡結,匣,屑,入,四,開,屑開,ɦeit
3479,涅,奴結,泥,屑,入,四,開,屑開,neit
3480,𢧵,昨結,從,屑,入,四,開,屑開,dzeit
3481,齧,五結,疑,屑,入,四,開,屑開,ŋeit
3482,蔑,莫結,明,屑,入,四,開,屑開,meit
3483,㢼,方結,幫,屑,入,四,開,屑開,peit
3484,噎,烏結,影,屑,入,四,開,屑開,ʔeit
3485,猰,苦結,溪,屑,入,四,開,屑開,kʰeit
3486,𡘐,虎結,曉,屑,入,四,開,屑開,heit
3487,撆,普蔑,滂,屑,入,四,開,屑開,pʰeit
3488,蹩,蒲結,並,屑,入,四,開,屑開,beit
3489,窒,丁結,端,屑,入,四,開,屑開,teit
3490,𥸸,練結,來,屑,入,四,開,屑開,leit
3491,薛,私列,心,薛,入,三,開,薛開,siet
3492,列,良辥,來,薛,入,三,開,薛開,liet
3493,哲,陟列,知,薛,入,三,開,薛開,ʈiet
3494,傑,渠列,羣,薛B,入,三,開,薛B開,ɡiet
3495,熱,如列,日,薛,入,三,開,薛開,ȵiet
3496,晢,旨熱,章,薛,入,三,開,薛開,tɕiet
3497,舌,食列,船,薛,入,三,開,薛開,ʑiet
3498,折,常列,常,薛,入,三,開,薛開,dʑiet
3499,孼,魚列,疑,薛B,入,三,開,薛B開,ŋiet
3500,滅,亡列,明,薛A,入,三,開,薛A開,miet
3501,朅,丘竭,溪,薛B,入,三,開,薛B開,kʰiet
3502,鷩,并列,幫,薛A,入,三,開,薛A開,piet
3503,絕,情雪,從,薛,入,三,合,薛合,dzyet
3504,蕝,子悅,精,薛,入,三,合,薛合,tsyet
3505,雪,相絕,心,薛,入,三,合,薛合,syet
3506,𤿫,丑悅,徹,薛,入,三,合,薛合,ʈʰyet
3507,悅,弋雪,以,薛,入,三,合,薛合,jyet
3508,缺,傾雪,溪,薛A,入,三,合,薛A合,kʰyet
3509,噦,乙劣,影,薛B,入,三,合,薛B合,ʔyet
3510,爇,如劣,日,薛,入,三,合,薛合,ȵyet
3511,說,失爇,書,薛,入,三,合,薛合,ɕyet
3512,拙,職悅,章,薛,入,三,合,薛合,tɕyet
3513,歠,昌悅,昌,薛,入,三,合,薛合,tɕʰyet
3514,輟,陟劣,知,薛,入,三,合,薛合,ʈyet
3515,劣,力輟,來,薛,入,三,合,薛合,lyet
3516,瞥,芳滅,滂,薛A,入,三,開,薛A開,pʰiet
3517,别,皮列,並,薛B,入,三,開,薛B開,biet
3518,轍,直列,澄,薛,入,三,開,薛開,ɖiet
3519,䇷,方别,幫,薛B,入,三,開,薛B開,piet
3520,㕞,所劣,生,薛,入,三,合,薛合,ʃyet
3521,孑,居列,見,薛B,入,三,開,薛B開,kiet
3522,設,識列,書,薛,入,三,開,薛開,ɕiet
3523,呐,女劣,孃,薛,入,三,合,薛合,ɳyet
3524,𥄎,許劣,曉,薛B,入,三,合,薛B合,hyet
3525,妜,於悅,影,薛A,入,三,合,薛A合,ʔyet
3526,蹶,紀劣,見,薛B,入,三,合,薛B合,kyet
3527,茁,側劣,莊,薛,入,三,合,薛合,tʃyet
3528,膬,七絕,清,薛,入,三,合,薛合,tsʰyet
3529,蠽,姉列,精,薛,入,三,開,薛開,tsiet
3530,榝,山列,生,薛,入,三,開,薛開,ʃiet
3531,焆,於列,影,薛B,入,三,開,薛B開,ʔiet
3532,屮,丑列,徹,薛,入,三,開,薛開,ʈʰiet
3533,娎,許列,曉,薛B,入,三,開,薛B開,hiet
3534,啜,姝雪,昌,薛,入,三,合,薛合,tɕʰyet
3535,㔍,廁列,初,薛,入,三,開,薛開,tʃʰiet
3536,㿱,寺絕,邪,薛,入,三,合,薛合,zyet
3537,掣,昌列,昌,薛,入,三,開,薛開,tɕʰiet
3538,抴,羊列,以,薛,入,三,開,薛開,jiet
3539,𨵊,士列,崇,薛,入,三,開,薛開,dʒiet
3540,藥,以灼,以,藥,入,三,開,藥開,jiɑk
3541,略,離灼,來,藥,入,三,開,藥開,liɑk
3542,腳,居勺,見,藥,入,三,開,藥開,kiɑk
3543,灼,之若,章,藥,入,三,開,藥開,tɕiɑk
3544,爍,書藥,書,藥,入,三,開,藥開,ɕiɑk
3545,若,而灼,日,藥,入,三,開,藥開,ȵiɑk
3546,綽,昌約,昌,藥,入,三,開,藥開,tɕʰiɑk
3547,約,於略,影,藥,入,三,開,藥開,ʔiɑk
3548,卻,去約,溪,藥,入,三,開,藥開,kʰiɑk
3549,虐,魚約,疑,藥,入,三,開,藥開,ŋiɑk
3550,妁,市若,常,藥,入,三,開,藥開,dʑiɑk
3551,㲋,丑略,徹,藥,入,三,開,藥開,ʈʰiɑk
3552,削,息約,心,藥,入,三,開,藥開,siɑk
3553,斮,側略,莊,藥,入,三,開,藥開,tʃiɑk
3554,爵,即略,精,藥,入,三,開,藥開,tsiɑk
3555,皭,在爵,從,藥,入,三,開,藥開,dziɑk
3556,鵲,七雀,清,藥,入,三,開,藥開,tsʰiɑk
3557,噱,其虐,羣,藥,入,三,開,藥開,ɡiɑk
3558,嬳,憂縛,影,藥,入,三,合,藥合,ʔyɑk
3559,縛,符钁,並,藥,入,三,合,藥合,byɑk
3560,䂄,許縛,曉,藥,入,三,合,藥合,hyɑk
3561,籰,王縛,云,藥,入,三,合,藥合,ɦyɑk
3562,玃,居縛,見,藥,入,三,合,藥合,kyɑk
3563,芍,張略,知,藥,入,三,開,藥開,ʈiɑk
3564,著,直略,澄,藥,入,三,開,藥開,ɖiɑk
3565,躩,丘縛,溪,藥,入,三,合,藥合,kʰyɑk
3566,戄,具籰,羣,藥,入,三,合,藥合,ɡyɑk
3567,逽,女略,孃,藥,入,三,開,藥開,ɳiɑk
3568,𩅿,孚縛,滂,藥,入,三,合,藥合,pʰyɑk
3569,謔,虚約,曉,藥,入,三,開,藥開,hiɑk
3570,鐸,徒落,定,鐸,入,一,開,鐸開,dɑk
3571,莫,慕各,明,鐸,入,一,開,鐸開,mɑk
3572,落,盧各,來,鐸,入,一,開,鐸開,lɑk
3573,託,他各,透,鐸,入,一,開,鐸開,tʰɑk
3574,作,則落,精,鐸,入,一,開,鐸開,tsɑk
3575,錯,倉各,清,鐸,入,一,開,鐸開,tsʰɑk
3576,各,古落,見,鐸,入,一,開,鐸開,kɑk
3577,恪,苦各,溪,鐸,入,一,開,鐸開,kʰɑk
3578,咢,五各,疑,鐸,入,一,開,鐸開,ŋɑk
3579,𩔈,匹各,滂,鐸,入,一,開,鐸開,pʰɑk
3580,惡,烏各,影,鐸,入,一,開,鐸開,ʔɑk
3581,泊,傍各,並,鐸,入,一,開,鐸開,bɑk
3582,𦞦,呵各,曉,鐸,入,一,開,鐸開,hɑk
3583,索,蘇各,心,鐸,入,一,開,鐸開,sɑk
3584,涸,下各,匣,鐸,入,一,開,鐸開,ɦɑk
3585,昨,在各,從,鐸,入,一,開,鐸開,dzɑk
3586,博,補各,幫,鐸,入,一,開,鐸開,pɑk
3587,諾,奴各,泥,鐸,入,一,開,鐸開,nɑk
3588,霍,虚郭,曉,鐸,入,一,合,鐸合,huɑk
3589,郭,古博,見,鐸,入,一,合,鐸合,kuɑk
3590,雘,烏郭,影,鐸,入,一,合,鐸合,ʔuɑk
3591,穫,胡郭,匣,鐸,入,一,合,鐸合,ɦuɑk
3592,廓,苦郭,溪,鐸,入,一,合,鐸合,kʰuɑk
3593,瓁,五郭,疑,鐸,入,一,合,鐸合,ŋuɑk
3594,硦,盧穫,來,鐸,入,一,合,鐸合,luɑk
3595,㘀,祖郭,精,鐸,入,一,合,鐸合,tsuɑk
3596,陌,莫白,明,陌,入,二,開,陌二開,mak
3597,磔,陟格,知,陌,入,二,開,陌二開,ʈak
3598,白,傍陌,並,陌,入,二,開,陌二開,bak
3599,伯,博陌,幫,陌,入,二,開,陌二開,pak
3600,劇,奇逆,羣,陌,入,三,開,陌三開,ɡiak
3601,戟,几劇,見,陌,入,三,開,陌三開,kiak
3602,𡩡,山戟,生,陌,入,三,開,陌三開,ʃiak
3603,柵,測戟,初,陌,入,三,開,陌三開,tʃʰiak
3604,嚄,胡伯,匣,陌,入,二,合,陌二合,ɦuak
3605,嘖,側伯,莊,陌,入,二,開,陌二開,tʃak
3606,齚,鋤陌,崇,陌,入,二,開,陌二開,dʒak
3607,隙,綺戟,溪,陌,入,三,開,陌三開,kʰiak
3608,額,五陌,疑,陌,入,二,開,陌二開,ŋak
3609,逆,宜戟,疑,陌,入,三,開,陌三開,ŋiak
3610,客,苦格,溪,陌,入,二,開,陌二開,kʰak
3611,啞,烏格,影,陌,入,二,開,陌二開,ʔak
3612,虩,許郤,曉,陌,入,三,開,陌三開,hiak
3613,𡍩,丑格,徹,陌,入,二,開,陌二開,ʈʰak
3614,䪝,乙白,影,陌,入,二,合,陌二合,ʔuak
3615,拍,普伯,滂,陌,入,二,開,陌二開,pʰak
3616,赫,呼格,曉,陌,入,二,開,陌二開,hak
3617,垎,胡格,匣,陌,入,二,開,陌二開,ɦak
3618,格,古伯,見,陌,入,二,開,陌二開,kak
3619,謋,虎伯,曉,陌,入,二,合,陌二合,huak
3620,宅,場伯,澄,陌,入,二,開,陌二開,ɖak
3621,虢,古伯,見,陌,入,二,合,陌二合,kuak
3622,擭,一虢,影,陌,入,三,合,陌三合,ʔyak
3623,蹃,女白,孃,陌,入,二,開,陌二開,ɳak
3624,𧍕,丘擭,溪,陌,入,二,合,陌二合,kʰuak
3625,欂,弼戟,並,陌,入,三,開,陌三開,biak
3626,麥,莫獲,明,麥,入,二,開,麥開,mek
3627,獲,胡麥,匣,麥,入,二,合,麥合,ɦuek
3628,蟈,古獲,見,麥,入,二,合,麥合,kuek
3629,檗,博厄,幫,麥,入,二,開,麥開,pek
3630,䌟,蒲革,並,麥,入,二,開,麥開,bek
3631,賾,士革,崇,麥,入,二,開,麥開,dʒek
3632,責,側革,莊,麥,入,二,開,麥開,tʃek
3633,䞰,査獲,崇,麥,入,二,合,麥合,dʒuek
3634,策,楚革,初,麥,入,二,開,麥開,tʃʰek
3635,礊,楷革,溪,麥,入,二,開,麥開,kʰek
3636,剨,呼麥,曉,麥,入,二,合,麥合,huek
3637,覈,下革,匣,麥,入,二,開,麥開,ɦek
3638,隔,古核,見,麥,入,二,開,麥開,kek
3639,摘,陟革,知,麥,入,二,開,麥開,ʈek
3640,戹,於革,影,麥,入,二,開,麥開,ʔek
3641,栜,山責,生,麥,入,二,開,麥開,ʃek
3642,𢶉,普麥,滂,麥,入,二,開,麥開,pʰek
3643,虉,五革,疑,麥,入,二,開,麥開,ŋek
3644,礐,力摘,來,麥,入,二,開,麥開,lek
3645,㩇,簪摑,莊,麥,入,二,合,麥合,tʃuek
3646,𢷾,砂獲,生,麥,入,二,合,麥合,ʃuek
3647,𧾛,求獲,羣,麥,入,二,合,麥合,ɡuek
3648,疒,尼戹,孃,麥,入,二,開,麥開,ɳek
3649,昔,思積,心,昔,入,三,開,昔開,siek
3650,積,資昔,精,昔,入,三,開,昔開,tsiek
3651,益,伊昔,影,昔A,入,三,開,昔A開,ʔiek
3652,繹,羊益,以,昔,入,三,開,昔開,jiek
3653,釋,施隻,書,昔,入,三,開,昔開,ɕiek
3654,尺,昌石,昌,昔,入,三,開,昔開,tɕʰiek
3655,石,常隻,常,昔,入,三,開,昔開,dʑiek
3656,隻,之石,章,昔,入,三,開,昔開,tɕiek
3657,擲,直炙,澄,昔,入,三,開,昔開,ɖiek
3658,皵,七迹,清,昔,入,三,開,昔開,tsʰiek
3659,席,祥易,邪,昔,入,三,開,昔開,ziek
3660,籍,秦昔,從,昔,入,三,開,昔開,dziek
3661,擗,房益,並,昔A,入,三,開,昔A開,biek
3662,役,營隻,以,昔,入,三,合,昔合,jyek
3663,瞁,許役,曉,昔A,入,三,合,昔A合,hyek
3664,辟,必益,幫,昔A,入,三,開,昔A開,piek
3665,僻,芳辟,滂,昔A,入,三,開,昔A開,pʰiek
3666,麝,食亦,船,昔,入,三,開,昔開,ʑiek
3667,碧,彼役,幫,陌,入,三,開,陌三開,piak
3668,𪐏,竹益,知,昔,入,三,開,昔開,ʈiek
3669,彳,丑亦,徹,昔,入,三,開,昔開,ʈʰiek
3670,𦳮,之役,章,昔,入,三,合,昔合,tɕyek
3671,𥄎,七役,清,昔,入,三,合,昔合,tsʰyek
3672,錫,先擊,心,錫,入,四,開,錫開,seik
3673,激,古歷,見,錫,入,四,開,錫開,keik
3674,霹,普擊,滂,錫,入,四,開,錫開,pʰeik
3675,靂,郎擊,來,錫,入,四,開,錫開,leik
3676,的,都歷,端,錫,入,四,開,錫開,teik
3677,檄,胡狄,匣,錫,入,四,開,錫開,ɦeik
3678,鷁,五歷,疑,錫,入,四,開,錫開,ŋeik
3679,荻,徒歷,定,錫,入,四,開,錫開,deik
3680,逖,他歷,透,錫,入,四,開,錫開,tʰeik
3681,績,則歷,精,錫,入,四,開,錫開,tseik
3682,燩,苦擊,溪,錫,入,四,開,錫開,kʰeik
3683,惄,奴歷,泥,錫,入,四,開,錫開,neik
3684,寂,前歷,從,錫,入,四,開,錫開,dzeik
3685,覓,莫狄,明,錫,入,四,開,錫開,meik
3686,甓,扶歷,並,錫,入,四,開,錫開,beik
3687,壁,北激,幫,錫,入,四,開,錫開,peik
3688,闃,苦鶪,溪,錫,入,四,合,錫合,kʰueik
3689,郹,古闃,見,錫,入,四,合,錫合,kueik
3690,戚,倉歷,清,錫,入,四,開,錫開,tsʰeik
3691,赥,許激,曉,錫,入,四,開,錫開,heik
3692,𥍟,呼狊,曉,錫,入,四,合,錫合,hueik
3693,𣤩,丑歷,徹,錫,入,四,開,錫開,ʈʰeik
3694,職,之翼,章,職,入,三,開,職開,tɕik
3695,直,除力,澄,職,入,三,開,職開,ɖik
3696,力,林直,來,職,入,三,開,職開,lik
3697,敕,恥力,徹,職,入,三,開,職開,ʈʰik
3698,陟,竹力,知,職,入,三,開,職開,ʈik
3699,食,乗力,船,職,入,三,開,職開,ʑik
3700,息,相即,心,職,入,三,開,職開,sik
3701,寔,常職,常,職,入,三,開,職開,dʑik
3702,識,賞職,書,職,入,三,開,職開,ɕik
3703,赩,許極,曉,職,入,三,開,職開,hik
3704,崱,士力,崇,職,入,三,開,職開,dʒik
3705,極,渠力,羣,職,入,三,開,職開,ɡik
3706,匿,女力,孃,職,入,三,開,職開,ɳik
3707,測,初力,初,職,入,三,開,職開,tʃʰik
3708,憶,於力,影,職,入,三,開,職開,ʔik
3709,色,所力,生,職,入,三,開,職開,ʃik
3710,䩯,丘力,溪,職,入,三,開,職開,kʰik
3711,殛,紀力,見,職,入,三,開,職開,kik
3712,弋,與職,以,職,入,三,開,職開,jik
3713,即,子力,精,職,入,三,開,職開,tsik
3714,逼,彼側,幫,職,入,三,開,職開,pik
3715,域,雨逼,云,職,入,三,合,職合,ɦyk
3716,洫,況逼,曉,職,入,三,合,職合,hyk
3717,堛,芳逼,滂,職,入,三,開,職開,pʰik
3718,稄,阻力,莊,職,入,三,開,職開,tʃik
3719,愎,符逼,並,職,入,三,開,職開,bik
3720,嶷,魚力,疑,職,入,三,開,職開,ŋik
3721,堲,秦力,從,職,入,三,開,職開,dzik
3722,𡮞,丁力,知,職,入,三,開,職開,ʈik
3723,䁇,亡逼,明,職,入,三,開,職開,mik
3724,瀷,昌力,昌,職,入,三,開,職開,tɕʰik
3725,德,多則,端,德,入,一,開,德開,tək
3726,則,子德,精,德,入,一,開,德開,tsək
3727,勒,盧則,來,德,入,一,開,德開,lək
3728,忒,他德,透,德,入,一,開,德開,tʰək
3729,刻,苦得,溪,德,入,一,開,德開,kʰək
3730,特,徒得,定,德,入,一,開,德開,dək
3731,黑,呼北,曉,德,入,一,開,德開,hək
3732,墨,莫北,明,德,入,一,開,德開,mək
3733,賊,昨則,從,德,入,一,開,德開,dzək
3734,塞,蘇則,心,德,入,一,開,德開,sək
3735,北,博墨,幫,德,入,一,開,德開,pək
3736,菔,蒲北,並,德,入,一,開,德開,bək
3737,或,胡國,匣,德,入,一,合,德合,ɦuək
3738,國,古或,見,德,入,一,合,德合,kuək
3739,餩,愛黑,影,德,入,一,開,德開,ʔək
3740,劾,胡得,匣,德,入,一,開,德開,ɦək
3741,䘅,奴勒,泥,德,入,一,開,德開,nək
3742,裓,古得,見,德,入,一,開,德開,kək
3743,墄,七則,清,德,入,一,開,德開,tsʰək
3744,覆,匹北,滂,德,入,一,開,德開,pʰək
3745,𢃤,呼或,曉,德,入,一,合,德合,huək
3746,緝,七入,清,緝,入,三,開,緝,tsʰip
3747,十,是執,常,緝,入,三,開,緝,dʑip
3748,執,之入,章,緝,入,三,開,緝,tɕip
3749,習,似入,邪,緝,入,三,開,緝,zip
3750,集,秦入,從,緝,入,三,開,緝,dzip
3751,入,人執,日,緝,入,三,開,緝,ȵip
3752,揖,伊入,影,緝A,入,三,開,緝A,ʔip
3753,溼,失入,書,緝,入,三,開,緝,ɕip
3754,㗱,子入,精,緝,入,三,開,緝,tsip
3755,及,其立,羣,緝B,入,三,開,緝B,ɡip
3756,蟄,直立,澄,緝,入,三,開,緝,ɖip
3757,縶,陟立,知,緝,入,三,開,緝,ʈip
3758,立,力入,來,緝,入,三,開,緝,lip
3759,急,居立,見,緝B,入,三,開,緝B,kip
3760,岌,魚及,疑,緝B,入,三,開,緝B,ŋip
3761,泣,去急,溪,緝B,入,三,開,緝B,kʰip
3762,𩎕,先立,心,緝,入,三,開,緝,sip
3763,歰,色立,生,緝,入,三,開,緝,ʃip
3764,吸,許及,曉,緝B,入,三,開,緝B,hip
3765,戢,阻立,莊,緝,入,三,開,緝,tʃip
3766,邑,於汲,影,緝B,入,三,開,緝B,ʔip
3767,湁,丑入,徹,緝,入,三,開,緝,ʈʰip
3768,煜,爲立,云,緝,入,三,開,緝,ɦip
3769,熠,羊入,以,緝,入,三,開,緝,jip
3770,孨,尼立,孃,緝,入,三,開,緝,ɳip
3771,霵,仕戢,崇,緝,入,三,開,緝,dʒip
3772,𩾳,皮及,並,緝B,入,三,開,緝B,bip
3773,鵖,彼及,幫,緝B,入,三,開,緝B,pip
3774,㞚,初戢,初,緝,入,三,開,緝,tʃʰip
3775,卙,昌汁,昌,緝,入,三,開,緝,tɕʰip
3776,合,侯閤,匣,合,入,一,開,合,ɦəp
3777,閤,古沓,見,合,入,一,開,合,kəp
3778,答,都合,端,合,入,一,開,合,təp
3779,趿,蘇合,心,合,入,一,開,合,səp
3780,沓,徒合,定,合,入,一,開,合,dəp
3781,錔,他合,透,合,入,一,開,合,tʰəp
3782,雜,徂合,從,合,入,一,開,合,dzəp
3783,帀,子荅,精,合,入,一,開,合,tsəp
3784,拉,盧合,來,合,入,一,開,合,ləp
3785,納,奴荅,泥,合,入,一,開,合,nəp
3786,溘,口荅,溪,合,入,一,開,合,kʰəp
3787,姶,烏合,影,合,入,一,開,合,ʔəp
3788,欱,呼合,曉,合,入,一,開,合,həp
3789,㬎,五合,疑,合,入,一,開,合,ŋəp
3790,䟃,七合,清,合,入,一,開,合,tsʰəp
3791,遪,十合,常,合,入,一,開,合,dʑəp
3792,唈,烏荅,影,合,入,一,開,合,ʔəp
3793,盍,胡臘,匣,盍,入,一,開,盍,ɦɑp
3794,臘,盧盍,來,盍,入,一,開,盍,lɑp
3795,㿴,都榼,端,盍,入,一,開,盍,tɑp
3796,榻,吐盍,透,盍,入,一,開,盍,tʰɑp
3797,𣣹,呼盍,曉,盍,入,一,開,盍,hɑp
3798,魶,奴盍,泥,盍,入,一,開,盍,nɑp
3799,蹋,徒盍,定,盍,入,一,開,盍,dɑp
3800,𠎷,私盍,心,盍,入,一,開,盍,sɑp
3801,儑,五盍,疑,盍,入,一,開,盍,ŋɑp
3802,䪞,才盍,從,盍,入,一,開,盍,dzɑp
3803,䫦,古盍,見,盍,入,一,開,盍,kɑp
3804,榼,苦盍,溪,盍,入,一,開,盍,kʰɑp
3805,鰪,安盍,影,盍,入,一,開,盍,ʔɑp
3806,囃,倉雜,清,盍,入,一,開,盍,tsʰɑp
3807,砝,居盍,見,盍,入,一,開,盍,kɑp
3808,譫,章盍,章,盍,入,一,開,盍,tɕɑp
3809,葉,與涉,以,葉,入,三,開,葉,jiep
3810,接,即葉,精,葉,入,三,開,葉,tsiep
3811,攝,書涉,書,葉,入,三,開,葉,ɕiep
3812,涉,時攝,常,葉,入,三,開,葉,dʑiep
3813,獵,良涉,來,葉,入,三,開,葉,liep
3814,捷,疾葉,從,葉,入,三,開,葉,dziep
3815,䐑,直葉,澄,葉,入,三,開,葉,ɖiep
3816,𢽱,於輒,影,葉B,入,三,開,葉B,ʔiep
3817,聶,尼輒,孃,葉,入,三,開,葉,ɳiep
3818,謵,叱涉,昌,葉,入,三,開,葉,tɕʰiep
3819,讘,而涉,日,葉,入,三,開,葉,ȵiep
3820,讋,之涉,章,葉,入,三,開,葉,tɕiep
3821,妾,七接,清,葉,入,三,開,葉,tsʰiep
3822,鍤,丑輒,徹,葉,入,三,開,葉,ʈʰiep
3823,衱,其輒,羣,葉B,入,三,開,葉B,ɡiep
3824,輒,陟葉,知,葉,入,三,開,葉,ʈiep
3825,曄,筠輒,云,葉,入,三,開,葉,ɦiep
3826,𤷾,去涉,溪,葉A,入,三,開,葉A,kʰiep
3827,萐,山輒,生,葉,入,三,開,葉,ʃiep
3828,𦀖,居輒,見,葉B,入,三,開,葉B,kiep
3829,魘,於葉,影,葉A,入,三,開,葉A,ʔiep
3830,怗,他協,透,怗,入,四,開,怗,tʰeip
3831,協,胡頰,匣,怗,入,四,開,怗,ɦeip
3832,頰,古協,見,怗,入,四,開,怗,keip
3833,愜,苦協,溪,怗,入,四,開,怗,kʰeip
3834,牒,徒協,定,怗,入,四,開,怗,deip
3835,苶,奴協,泥,怗,入,四,開,怗,neip
3836,燮,蘇協,心,怗,入,四,開,怗,seip
3837,㼲,盧協,來,怗,入,四,開,怗,leip
3838,聑,丁愜,端,怗,入,四,開,怗,teip
3839,䕹,在協,從,怗,入,四,開,怗,dzeip
