小韻次序,小韻,字次序,字,釋,IPA
624,旋,7,㳬,回㳬,zyen
624,旋,8,琁,美石次玉,zyen
624,旋,9,璇,上同（琁‧美石次玉）,zyen
624,旋,10,𣟳,說文曰𣟳味稔棗也,zyen
624,旋,11,蜁,蜁蝸蝸螺也,zyen
624,旋,12,㔯,漉米竹器,zyen
624,旋,13,還,還返,zyen
624,旋,14,圓,規也又火𤣥切,zyen
624,旋,15,䁢,好皃,zyen
624,旋,16,嫙,上同（䁢‧好皃）,zyen
624,旋,17,鏇,圎轆轤也,zyen
625,娟,1,娟,便娟舞皃媈娟好姿態皃於緣切七,ʔyen
625,娟,2,嬛,身輕便皃,ʔyen
625,娟,3,悁,悁憂悒也,ʔyen
625,娟,4,蜎,蠋皃又狂兖切,ʔyen
625,娟,5,𡷡,山曲,ʔyen
625,娟,6,潫,水深,ʔyen
625,娟,7,𡣬,娥眉說文曰好也,ʔyen
626,船,1,船,方言曰關西謂之船關東謂之舟又姓出姓苑食川切二,ʑyen
626,船,2,舩,上同（船‧方言曰關西謂之船關東謂之舟又姓出姓苑食川切二）,ʑyen
627,鞭,1,鞭,馬策也卑連切六,pien
627,鞭,2,鯾,魚名,pien
627,鞭,3,鯿,上同（鯾‧魚名）,pien
627,鞭,4,編,次也又布千方典二切,pien
627,鞭,5,箯,竹輿,pien
627,鞭,6,揙,揙擊,pien
628,㳄,1,㳄,口液也夕連切二,zien
628,㳄,2,涎,上同（㳄‧口液也夕連切二）,zien
629,詮,1,詮,平也說文具也此縁切十九,tsʰyen
629,詮,2,銓,銓衡也又量也次也度也,tsʰyen
629,詮,3,硂,上同（銓‧銓衡也又量也次也度也）,tsʰyen
629,詮,4,痊,病瘳,tsʰyen
629,詮,5,佺,偓佺仙人,tsʰyen
629,詮,6,悛,改也止也,tsʰyen
629,詮,7,駩,白馬黒脣,tsʰyen
629,詮,8,筌,取魚竹器,tsʰyen
629,詮,9,絟,細布,tsʰyen
629,詮,10,譔,善言,tsʰyen
629,詮,11,謜,言語和恱,tsʰyen
629,詮,12,縓,爾雅曰一染謂之縓今之紅也又采選切,tsʰyen
629,詮,13,恮,謹皃,tsʰyen
629,詮,14,荃,香草,tsʰyen
629,詮,15,𠛮,剔也,tsʰyen
629,詮,16,峑,山巓,tsʰyen
629,詮,17,𠥙,[簿/簙]也又竹器名,tsʰyen
629,詮,18,鐉,說文曰所以鉤門戶樞也一曰治門戶器也,tsʰyen
629,詮,19,拴,揀也俗,tsʰyen
630,專,1,專,擅也單也政也誠也獨也自是也亦姓吳刺客專諸職縁切十二,tɕyen
630,專,2,甎,甎瓦古史考曰烏曹作甎,tɕyen
630,專,3,顓,顓頊又姓神仙傳有[大/太]𤣥女姓顓頊名和,tɕyen
630,專,4,篿,楚詞云索[瓊/瓊]茅以[筵/筳]篿[-/兮]王逸云折竹卜曰篿又音團,tɕyen
630,專,5,嫥,可愛之皃,tɕyen
630,專,6,諯,說文曰數也一曰相讓又尺絹市專二切,tɕyen
630,專,7,湍,水名在鄧州又音煓,tɕyen
630,專,8,膞,膞鳥胃也,tɕyen
630,專,9,鱄,魚名專諸吳刺客或作鱄,tɕyen
630,專,10,鷒,鳥名又徒端切,tɕyen
630,專,11,𩠹,𩠹斷首出玉篇,tɕyen
630,專,12,鄟,邾[鄟/䣚]邑名,tɕyen
631,遄,1,遄,速也疾也市縁切八,dʑyen
631,遄,2,篅,說文曰以判竹圜以盛穀也,dʑyen
631,遄,3,圌,上同（篅‧說文曰以判竹圜以盛穀也）,dʑyen
631,遄,4,諯,又職縁尺絹二切,dʑyen
631,遄,5,輲,無輪車名,dʑyen
631,遄,6,輇,上同（輲‧無輪車名）,dʑyen
631,遄,7,椯,木名,dʑyen
631,遄,8,歂,字林云口氣引也又姓史記有[㪜/歂]師,dʑyen
632,貟,1,貟,說文作員物數也王權切又云運二音四,ɦyen
632,貟,2,圜,天體,ɦyen
632,貟,3,圓,上同（圜‧天體）,ɦyen
632,貟,4,湲,潺湲,ɦyen
633,恮,1,恮,曲卷也莊縁切四,tʃyen
633,恮,2,跧,屈也伏也蹴也,tʃyen
633,恮,3,䀬,目眇視也,tʃyen
633,恮,4,蟤,蜿蟤蛇名,tʃyen
634,栓,1,栓,木丁也山貟切二,ʃyen
634,栓,2,𨏉,𨏉車軸也,ʃyen
635,猭,1,猭,㺦猭兔走皃丑縁切二,ʈʰyen
635,猭,2,剶,去木枝也,ʈʰyen
636,乾,1,乾,天也君也堅也渠焉切又音干九,ɡien
636,乾,2,虔,恭也固也殺也說文曰虎行皃又姓陳留風俗傳云䖍氏祖於黃帝,ɡien
636,乾,3,犍,犍爲縣在嘉州,ɡien
636,乾,4,鰬,魚名,ɡien
636,乾,5,𨜻,聚名在河東聞喜也,ɡien
636,乾,6,騝,騮馬黃脊,ɡien
636,乾,7,榩,廩也構木爲之,ɡien
636,乾,8,鍵,鑰也又音件,ɡien
636,乾,9,揵,舉也,ɡien
637,愆,1,愆,過也去乾切十,kʰien
637,愆,2,䇂,古文（愆‧過也去乾切十）,kʰien
637,愆,3,諐,籀文,kʰien
637,愆,4,𠎝,俗（諐‧籀文）,kʰien
637,愆,5,褰,褰衣,kʰien
637,愆,6,騫,虧少一曰馬腹縶亦姓風俗通云閔子騫之後吐谷渾視熊博士金城騫包,kʰien
637,愆,7,䙭,齊魯言袴又己偃切,kʰien
637,愆,8,𧽐,蹇足跟也,kʰien
637,愆,9,攐,縮也,kʰien
637,愆,10,㗔,方言曰㗔㗔歡皃,kʰien
638,權,1,權,權變也反常合道又冝也秉也平也稱錘也又爾雅曰權黃華又姓出天水本顓頊之後楚武王使鬬緡尹權後因氏俗作㩲巨貟切二十三,ɡyen
638,權,2,拳,屈手也廣雅云拳拳憂也又拳拳奉持之皃又姓衞大夫拳彌,ɡyen
638,權,3,狋,狋氏縣在代郡氏音精,ɡyen
638,權,4,觠,曲角,ɡyen
638,權,5,顴,頰骨,ɡyen
638,權,6,踡,踡跼不行,ɡyen
638,權,7,婘,美皃,ɡyen
638,權,8,孉,上同（婘‧美皃）,ɡyen
638,權,9,䠰,曲脊行也,ɡyen
638,權,10,𤷄,手屈病也,ɡyen
638,權,11,犈,牛黒耳又音卷,ɡyen
638,權,12,蠸,食瓜葉黃甲蟲,ɡyen
638,權,13,齤,齒曲,ɡyen
638,權,14,卷,曲也又九免九院二切,ɡyen
638,權,15,𪈻,𪈻鵒也,ɡyen
638,權,16,𥆗,大視皃又音倦,ɡyen
638,權,17,𥁠,盌也,ɡyen
638,權,18,𢑆,弓曲,ɡyen
638,權,19,鬈,髮好也又胡人髮也又音棬,ɡyen
638,權,20,䟒,曲走皃,ɡyen
638,權,21,䑏,䑏𦝢醜皃,ɡyen
638,權,22,蜷,蟲形詰屈,ɡyen
638,權,23,捲,說文云气勢也國語曰予有捲勇,ɡyen
639,椽,1,椽,屋桷也直攣切二,ɖyen
639,椽,2,傳,轉也又持戀切又丁戀切,ɖyen
640,攣,1,攣,攣綴吕貟切三,lyen
640,攣,2,𤼙,病也亦作𤼣,lyen
640,攣,3,䜌,南䜌縣在鉅鹿,lyen
641,弮,1,弮,古縣名在滎陽丘圎切五,kʰyen
641,弮,2,㒽,小幘,kʰyen
641,弮,3,棬,器似𦫵屈木作,kʰyen
641,弮,4,鬈,髮好皃,kʰyen
641,弮,5,𨟠,郷名在聞喜,kʰyen
642,焉,1,焉,何也又鳥雜毛說文曰鳥黃色出江淮閒於乾切五,ʔien
642,焉,2,閼,閼氏單于妻又音遏,ʔien
642,焉,3,蔫,物不鮮也,ʔien
642,焉,4,嫣,長皃又人名,ʔien
642,焉,5,鄢,人姓又鄢陵縣名又於晚切亦作傿,ʔien
643,漹,1,漹,水名出西河也有乾切三,ɦien
643,漹,2,䗡,䗡䘎蟲名,ɦien
643,漹,3,焉,語助也又於乾切,ɦien
644,嬽,1,嬽,媚容也委鰥切一,ʔyen
644,嬽,2,潫,水深皃,ʔyen
645,燀,1,燀,火起皃尺延切一,tɕʰien
646,𡰝,1,𡰝,行不正皃丁全切一,ʈyen
647,勬,1,勬,強健也居貟切一,kyen
648,蕭,1,蕭,蒿也詩云采蕭穫菽亦縣名在沛郡新語云蕭斧名又姓出蘭陵廣陵二望本自宋支子食采於蕭後因爲氏漢侍中蕭彪始居蘭陵彪𤣥孫望之居杜陵望之孫紹復還蘭陵紹十一代孫整始過江爲廣陵人風俗通云宋樂叔以討南宫萬立御說之功受封於蕭列附庸之國漢相國蕭何即其後氏也蘇彫切十六,seu
648,蕭,2,簫,樂器風俗通云舜作簫其形參差以象鳳翼,seu
648,蕭,3,彇,弓弭,seu
648,蕭,4,蟰,蟰蛸蟲一名長[⿰虫攴/蚑]出崔豹古今注,seu
648,蕭,5,橚,橚槮樹長皃,seu
648,蕭,6,潚,水名,seu
648,蕭,7,𩙚,涼風,seu
648,蕭,8,踃,跳踃,seu
648,蕭,9,㩋,擊也又把也,seu
648,蕭,10,箾,舞箾說文云以竿擊人也又音朔,seu
648,蕭,11,𦐺,羽翼[蔽/敝]皃,seu
648,蕭,12,㲖,上同（𦐺‧羽翼[蔽/敝]皃）,seu
648,蕭,13,艘,船揔名又音騷,seu
648,蕭,14,瞍,目無眸子曰瞍又音藪,seu
648,蕭,15,翛,翛翛飛羽聲,seu
648,蕭,16,撨,擇也,seu
649,祧,1,祧,逺祖廟也吐彫切十一,tʰeu
649,祧,2,佻,輕佻爾雅曰佻偷也,tʰeu
649,祧,3,挑,挑撥,tʰeu
649,祧,4,脁,月[出/見]西方又吐了切,tʰeu
649,祧,5,恌,[轉/輕]薄,tʰeu
649,祧,6,𣂁,斗旁耳又爾雅云𣂁謂之疀古田器也郭音鍫,tʰeu
649,祧,7,庣,不滿之皃,tʰeu
649,祧,8,銚,田器,tʰeu
649,祧,9,趒,雀行又他弔切,tʰeu
649,祧,10,聎,耳疾,tʰeu
649,祧,11,蓧,苗也,tʰeu
650,貂,1,貂,䑕屬出東北夷又姓出姓苑都聊切二十二,teu
650,貂,2,䯾,小兒留髮,teu
650,貂,3,𠚥,斷穗,teu
650,貂,4,刁,軍器纂文曰刁斗持時鈴也又姓出渤海風俗通云齊大夫豎刁之後俗作刀,teu
650,貂,5,琱,琱琢,teu
650,貂,6,凋,凋落,teu
650,貂,7,鯛,魚名,teu
650,貂,8,䂏,短尾犬也,teu
650,貂,9,雕,鶚屬又姓漢武帝功臣表有雕延年,teu
650,貂,10,鵰,籀文,teu
650,貂,11,蛁,蛁蟟𦭘中小蟲,teu
650,貂,12,彫,彫刻亦作雕,teu
650,貂,13,𧜣,說文云短衣也,teu
650,貂,14,𧘨,死人衣,teu
650,貂,15,䒒,葦華也又音調,teu
650,貂,16,𦶌,𦶌葫茭實,teu
650,貂,17,𦨣,吳船,teu
650,貂,18,𩾗,𩾗鷯剖葦求蟲食似雀靑班色,teu
650,貂,19,㚋,大也多也,teu
650,貂,20,奝,上同（㚋‧大也多也）,teu
650,貂,21,弴,天子弓也說文曰畫弓也詩又作敦又丁昆切,teu
650,貂,22,瞗,熟視,teu
651,迢,1,迢,迢遰徒聊切二十二,deu
651,迢,2,條,小枝也貫也敎也爾雅云柚條似橙而實酸又姓左傳殷人七族有條氏後趙録冉閔司空條攸姓苑云安定人,deu
651,迢,3,樤,柚條或從木,deu
651,迢,4,髫,小兒髮俗作齠,deu
651,迢,5,跳,躍也,deu
651,迢,6,鋚,紖頭銅飾,deu
651,迢,7,𧌁,䖺䗤狀如黃蛇魚翼出入有光見則大旱出山海經,deu
651,迢,8,蜩,大蟬,deu
651,迢,9,佻,獨行皃詩曰佻佻公子,deu
651,迢,10,趒,說文曰雀行也,deu
651,迢,11,苕,苕菜詩云卭有旨苕,deu
651,迢,12,芀,葦華,deu
651,迢,13,調,和也又姓周禮有調人其後氏焉又徒料切,deu
651,迢,14,鮡,魚名,deu
651,迢,15,岧,岧嶤山髙皃,deu
651,迢,16,䯾,多髮皃又音凋音綢,deu
651,迢,17,䩦,革轡詩云䩦革沖沖,deu
651,迢,18,嬥,聲類云細腰皃,deu
651,迢,19,𠤼,田器,deu
651,迢,20,𣬸,𣬸㲖毛皃,deu
651,迢,21,𠧪,草木實垂𠧪𠧪然也,deu
651,迢,22,鰷,白鰷魚名,deu
652,驍,1,驍,驍武也古堯切九,keu
652,驍,2,梟,說文云不孝鳥也故日至捕梟磔之从鳥頭在木上又姓隋煬帝誅楊𤣥感改其姓爲梟氏,keu
652,驍,3,𥄉,到懸首漢書曰三族令先黥劓斬左右趾𥄉首葅其骨謂之具五刑,keu
652,驍,4,澆,沃也薄也,keu
652,驍,5,憿,憿幸或作儌又作僥倖,keu
652,驍,6,釗,覿也逺也亦弩關一云周康王名又作䙼又指遥切,keu
652,驍,7,邀,遮也又於宵切,keu
652,驍,8,蟂,水蟲似蛇四足能害人也,keu
652,驍,9,徼,求也抄也又音叫,keu
653,聊,1,聊,語助也亦姓風俗通有聊倉爲漢侍中著子書又有聊氏爲潁川太守著萬姓譜落蕭切四十二,leu
653,聊,2,𦗖,耳中鳴也又力刀切,leu
653,聊,3,膋,腸閒脂也,leu
653,聊,4,膫,上同（膋‧腸閒脂也）,leu
653,聊,5,飉,風也,leu
653,聊,6,遼,逺也又水名,leu
653,聊,7,憀,無憀賴也,leu
653,聊,8,竂,穿也,leu
653,聊,9,寥,空也又寂寥也寥廓也,leu
653,聊,10,料,料理也量也又郎弔切,leu
653,聊,11,㙩,周垣,leu
653,聊,12,橑,蓋骨亦椽也又力道切,leu
653,聊,13,撩,取物又理也,leu
653,聊,14,摷,擊也又側交切,leu
653,聊,15,廖,人名左傳有辛伯廖又力救切,leu
653,聊,16,僚,同官爲僚又姓左傳晉陽氏大夫僚安,leu
653,聊,17,寮,上同（僚‧同官爲僚又姓左傳晉陽氏大夫僚安）,leu
653,聊,18,鐐,有孔鑪又紫磨金也爾雅曰白金曰銀其美謂之鐐,leu
653,聊,19,簝,宗廟盛肉方竹器,leu
653,聊,20,豂,空谷,leu
653,聊,21,鷯,鷦鷯,leu
653,聊,22,𥲊,竹名,leu
653,聊,23,璙,玉名,leu
653,聊,24,嫽,相嫽戲也又力弔切,leu
653,聊,25,漻,水淸也,leu
653,聊,26,蟟,蛁蟟,leu
653,聊,27,瞭,目明也,leu
653,聊,28,䜮,谷名,leu
653,聊,29,𧂏,草木踈莖,leu
653,聊,30,𩯊,細長,leu
653,聊,31,嶚,嶚𡻝山皃,leu
653,聊,32,翏,髙飛皃,leu
653,聊,33,繚,繚綾經絲出字林,leu
653,聊,34,憭,空皃,leu
653,聊,35,獠,夜獵也又知卯盧皓二切,leu
653,聊,36,髎,臗骨名,leu
653,聊,37,𡽐,崖虚,leu
653,聊,38,蟧,馬蟧大蟬,leu
653,聊,39,𦿌,草器力戈切,leu
653,聊,40,敹,揀擇,leu
653,聊,41,嘹,嘹亮聞逺聲又力弔切,leu
653,聊,42,熮,說文曰火皃,leu
654,堯,1,堯,至髙之皃謚法曰翊善傳聖曰堯五聊切五,ŋeu
654,堯,2,嶢,嶕嶢山危,ŋeu
654,堯,3,僥,僬僥國名人長一尺五寸一云三尺,ŋeu
654,堯,4,垚,土髙皃,ŋeu
654,堯,5,顤,頭髙長皃,ŋeu
655,膮,1,膮,豕羹也許幺切七,heu
655,膮,2,嘵,懼聲詩曰予維音之嘵嘵,heu
655,膮,3,憢,憢憢懼也,heu
655,膮,4,㚠,長大皃,heu
655,膮,5,𦟞,𦠎𦟞腫欲潰也,heu
655,膮,6,䎄,䎄㲖毛皃,heu
655,膮,7,䫞,大額又去遥切,heu
656,幺,1,幺,幺麽小也於堯切五,ʔeu
656,幺,2,怮,怮怮憂也又一虯切,ʔeu
656,幺,3,葽,草盛皃,ʔeu
656,幺,4,䱂,魚名,ʔeu
656,幺,5,𥃩,望逺也,ʔeu
657,鄡,1,鄡,鄡陽縣名在鄱陽又姓出何氏姓苑苦幺切五,kʰeu
657,鄡,2,郻,縣名在鉅鹿郡,kʰeu
657,鄡,3,𢿣,玉篇云擊也,kʰeu
657,鄡,4,墽,地名說文磽也,kʰeu
657,鄡,5,𡩇,玉篇云擊也,kʰeu
658,宵,1,宵,夜也相邀切二十,sieu
658,宵,2,消,滅也盡也息也,sieu
658,宵,3,霄,近天氣也,sieu
658,宵,4,捎,摇捎動也又使交切,sieu
658,宵,5,逍,逍遥,sieu
658,宵,6,痟,痟渴病也司馬相如所患,sieu
658,宵,7,綃,生絲繒也,sieu
658,宵,8,銷,鑠也,sieu
658,宵,9,焇,上同（銷‧鑠也）,sieu
658,宵,10,硝,硭硝藥名,sieu
658,宵,11,蛸,螵蛸蟲也爾雅注云一名[𧐕/䗚]蟭亦姓南齊武帝改其子巴東主子響爲蛸氏又所交切,sieu
658,宵,12,莦,草名又使交切,sieu
658,宵,13,哨,口不正也又七𥬇切,sieu
658,宵,14,𦐺,鳥毛羽也,sieu
658,宵,15,鮹,魚名又所交切,sieu
658,宵,16,𤞚,狂也出文字集略,sieu
658,宵,17,䴛,煎鹽,sieu
658,宵,18,揱,長[皃色/臂又]交色角二切,sieu
658,宵,19,奞,張羽又先準切,sieu
658,宵,20,魈,山魈出汀州獨足鬼,sieu
659,超,1,超,說文曰跳也又姓漢有太僕超喜敕宵切六,ʈʰieu
659,超,2,怊,悵恨,ʈʰieu
659,超,3,欩,健也,ʈʰieu
659,超,4,𢁾,細絲,ʈʰieu
659,超,5,𠰉,鳴也,ʈʰieu
659,超,6,䫿,涼風,ʈʰieu
660,朝,1,朝,早也又旦至食時爲終朝又朝鮮國名亦姓左傳有蔡大夫朝吳陟遥切又直遥切二,ʈieu
660,朝,2,𦩻,古文（朝‧早也又旦至食時爲終朝又朝鮮國名亦姓左傳有蔡大夫朝吳陟遥切又直遥切二）,ʈieu
661,𪓙,1,𪓙,本韻直遥切又遥陟切,ɖieu
661,𪓙,2,晁,上同（𪓙‧本韻直遥切又遥陟切）,ɖieu
661,𪓙,3,鼂,上同（晁‧上同（𪓙‧本韻直遥切又遥陟切））,ɖieu
661,𪓙,4,朝,朝廷也禮記曰諸侯於天子五年一朝又姓唐有拾遺朝衛,ɖieu
661,𪓙,5,潮,潮水,ɖieu
662,嚻,1,嚻,喧也許嬌切又五刀切十,hieu
662,嚻,2,枵,玄枵虚危之次,hieu
662,嚻,3,歊,熱氣說文曰歊歊氣出皃,hieu
662,嚻,4,毊,大磬也爾雅注云形如犂錧以玉石爲之又音喬,hieu
662,嚻,5,獢,猲獢短喙犬也,hieu
662,嚻,6,𤣠,犬黃白色,hieu
662,嚻,7,藃,草皃又火交切,hieu
662,嚻,8,呺,呺然大皃,hieu
662,嚻,9,𩱴,炊氣,hieu
662,嚻,10,虈,白芷別名,hieu
663,樵,1,樵,柴也說文木也昨焦切十五,dzieu
663,樵,2,藮,上同（樵‧柴也說文木也昨焦切十五）,dzieu
663,樵,3,劁,刈草,dzieu
663,樵,4,憔,憔悴瘦也,dzieu
663,樵,5,顦,上同（憔‧憔悴瘦也）,dzieu
663,樵,6,䏆,耳中聾又音曹,dzieu
663,樵,7,譙,國名又姓蜀有譙周,dzieu
663,樵,8,嶕,嶕嶢,dzieu
663,樵,9,𡻝,嶚𡻝山高皃又音巢,dzieu
663,樵,10,鐎,又音焦,dzieu
663,樵,11,𨝱,縣名,dzieu
663,樵,12,僬,又音焦,dzieu
663,樵,13,䩌,面枯皃又音焦,dzieu
663,樵,14,撨,取也,dzieu
663,樵,15,菬,草名,dzieu
664,驕,1,驕,馬髙六尺舉喬切九,kieu
664,驕,2,嬌,女字亦態,kieu
664,驕,3,憍,憐也恣也本亦作驕,kieu
664,驕,4,穚,禾秀,kieu
664,驕,5,鷮,鷮似雉而小走鳴長尾,kieu
664,驕,6,蕎,藥名一名大戟,kieu
664,驕,7,喬,爾雅云句如羽喬郭璞曰樹枝曲卷似鳥毛羽,kieu
664,驕,8,簥,大管名也,kieu
664,驕,9,撟,舉手,kieu
665,焦,1,焦,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七,tsieu
665,焦,2,𤓪,籀文,tsieu
665,焦,3,㲬,兜鍪上毛飾,tsieu
665,焦,4,蕉,芭蕉,tsieu
665,焦,5,膲,人之三膲,tsieu
665,焦,6,鷦,鷦鵬南方神鳥似鳳又鷦鷯小鳥,tsieu
665,焦,7,𩾗,上同（鷦‧鷦鵬南方神鳥似鳳又鷦鷯小鳥）,tsieu
665,焦,8,椒,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其温也又山巓亦姓楚有大夫椒舉,tsieu
665,焦,9,茮,上同（椒‧木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其温也又山巓亦姓楚有大夫椒舉）,tsieu
665,焦,10,噍,啁噍聲,tsieu
665,焦,11,鐎,刁斗也温器三足而有柄,tsieu
665,焦,12,蟭,䗚蟭螗蜋卵也,tsieu
665,焦,13,醮,面䩌枯也,tsieu
665,焦,14,𪚱,灼龜不兆也亦作𪚰,tsieu
665,焦,15,僬,義見僥字,tsieu
665,焦,16,燋,傷火說文曰所以然持火也,tsieu
665,焦,17,䌭,生枲也,tsieu
666,饒,1,饒,益也飽也餘也又姓風俗通云漢有饒斌爲漁陽太守如招切六,ȵieu
666,饒,2,橈,楫也又女敎切,ȵieu
666,饒,3,襓,劒衣,ȵieu
666,饒,4,㹛,牛馴伏又而沼切,ȵieu
666,饒,5,蟯,人腹中蟲,ȵieu
666,饒,6,蕘,芻蕘,ȵieu
667,燒,1,燒,火也然也式招切又式照切二,ɕieu
667,燒,2,𤬖,𤓰名,ɕieu
668,遙,1,遙,逺也行也餘昭切三十六,jieu
668,遙,2,媱,美好,jieu
668,遙,3,傜,使也役也又喜也或作㑾,jieu
668,遙,4,繇,於也由也喜也詩云我歌且繇,jieu
668,遙,5,颻,飄颻,jieu
668,遙,6,𣣳,氣出皃,jieu
668,遙,7,窯,燒瓦窯也,jieu
668,遙,8,窰,上同（窯‧燒瓦窯也）,jieu
668,遙,9,䔄,蒲葉也又草也,jieu
668,遙,10,𦾺,𦾺芅萇楚今羊桃也爾雅作銚,jieu
668,遙,11,珧,玉珧蜃甲,jieu
668,遙,12,鰩,文鰩魚鳥翼能飛白首赤喙常游西海夜飛向北海,jieu
668,遙,13,銚,燒器亦古田器又姓後漢衛尉潁川銚期又徒弔切,jieu
668,遙,14,姚,姚恱美好皃又舜姓今出吳興南安二望左傳有鄭大夫姚句耳,jieu
668,遙,15,搖,動也作也又姓東越王摇句踐之後,jieu
668,遙,16,謠,謡歌也爾雅云徒歌謂之謡,jieu
668,遙,17,軺,說文曰小車也又音韶,jieu
668,遙,18,愮,憂也悸也邪也惑也,jieu
668,遙,19,恌,上同（愮‧憂也悸也邪也惑也）,jieu
668,遙,20,𨙂,疾行又音由或作[繇/𨙂],jieu
668,遙,21,陶,皐陶舜臣又徒刀切,jieu
668,遙,22,蘨,草茂也又音由,jieu
668,遙,23,𤬖,𤓰也,jieu
668,遙,24,鷂,大雉名爾雅云靑質五彩皆備成章曰鷂又音曜,jieu
668,遙,25,洮,五湖名風土記云陽羨縣西有洮湖別名長塘湖義興記曰太湖射湖貴湖陽湖洮湖是爲五湖,jieu
668,遙,26,烑,光也,jieu
668,遙,27,𢋇,[𢋇/𤻂][座/痤]也,jieu
668,遙,28,𢑄,弓利,jieu
668,遙,29,㫍,旗旒,jieu
668,遙,30,榣,木名,jieu
668,遙,31,嗂,樂也說文喜也,jieu
668,遙,32,䠛,跳䠛行步皃,jieu
668,遙,33,瑤,美玉,jieu
668,遙,34,猺,獸名又獏猺狗種也,jieu
668,遙,35,餆,餆餌食,jieu
668,遙,36,褕,褕狄后衣亦作[榆/揄],jieu
669,韶,1,韶,舜樂也紹也市昭切十,dʑieu
669,韶,2,㲈,上同（韶‧舜樂也紹也市昭切十）,dʑieu
669,韶,3,佋,廟佋穆也或作昭父昭子穆孝經䟽云昭明也穆敬也故昭南向穆北向孫從父坐又市沼切,dʑieu
669,韶,4,𦯐,草名,dʑieu
669,韶,5,𠧙,卜問,dʑieu
669,韶,6,玿,美玉,dʑieu
669,韶,7,𢃳,[⿰帚召/𢃳]擊也,dʑieu
669,韶,8,軺,使車又音遥,dʑieu
669,韶,9,柖,說文曰樹摇皃又射的也,dʑieu
669,韶,10,㸛,㸛牀別名,dʑieu
670,昭,1,昭,明也光也著也覿也又姓楚詞昭屈景三族戰國策楚有昭奚恤止遥切七,tɕieu
670,昭,2,鵃,鶻鵃鳥也又竹交切,tɕieu
670,昭,3,鉊,淮南[-/人]呼鎌,tɕieu
670,昭,4,招,招呼也來也又姓漢有大鴻臚招猛,tɕieu
670,昭,5,釗,逺也見也勉也亦弩牙又周康王名,tɕieu
670,昭,6,盄,玉篇器也,tɕieu
670,昭,7,皽,皮上𦞙膜,tɕieu
671,飊,1,飊,風也俗作飈甫遥切十五,pieu
671,飊,2,標,舉也又木杪也又必小切,pieu
671,飊,3,猋,群犬走皃,pieu
671,飊,4,杓,北斗柄星天文志云一至四爲魁五至七爲杓又音漂,pieu
671,飊,5,瘭,瘭疸病名,pieu
671,飊,6,幖,頭上幟也,pieu
671,飊,7,熛,飛火,pieu
671,飊,8,㠒,山峯,pieu
671,飊,9,𧽤,輕行,pieu
671,飊,10,蔈,爾雅曰黃華蔈郭璞云苕華色異名[-/亦不同]也,pieu
671,飊,11,驫,衆馬走皃,pieu
671,飊,12,𦠎,𦠎𦟞腫欲潰也,pieu
671,飊,13,𣄠,旌旗飛揚皃,pieu
671,飊,14,贆,貝居陸也,pieu
671,飊,15,髟,髮長皃又所銜切,pieu
672,鑣,1,鑣,馬銜甫嬌切七,pieu
672,鑣,2,𩽁,上同（鑣‧馬銜甫嬌切七）,pieu
672,鑣,3,臕,脂臕肥皃,pieu
672,鑣,4,儦,行皃詩云行人儦儦,pieu
672,鑣,5,瀌,雪皃詩云雨雪瀌瀌,pieu
672,鑣,6,𦔩,除田薉也亦作穮,pieu
672,鑣,7,藨,萑葦秀爾雅云猋藨芀,pieu
673,瓢,1,瓢,瓠也方言云蠡或謂之瓢論語曰一瓢飲符霄切六,bieu
673,瓢,2,飄,老子曰飄風不終朝,bieu
673,瓢,3,剽,爾雅云中鏞謂之剽又小輕也或作𠠧,bieu
673,瓢,4,薸,方言云江東謂浮萍爲薸,bieu
673,瓢,5,𣞈,槖也[又公混切▼四字當删▲],bieu
673,瓢,6,螵,螵蛸蟲名又撫招切,bieu
674,蜱,1,蜱,蟲名彌遥切五,mieu
674,蜱,2,䖢,蠶初生也,mieu
674,蜱,3,篻,竹名,mieu
674,蜱,4,㠺,玉篇云細網也,mieu
674,蜱,5,𪃦,工雀,mieu
675,苗,1,苗,田苗亦夏獵曰苗又求也衆也禾秀也亦姓風俗通云楚大夫伯棼之後賁皇奔晉食采於苗因而氏焉武瀌切五,mieu
675,苗,2,描,描畫也又音茅,mieu
675,苗,3,緢,說文曰旄絲也,mieu
675,苗,4,貓,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切,mieu
675,苗,5,猫,俗（貓‧獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切）,mieu
676,要,1,要,俗言要勒說文曰身中也象人要自[由/臼]之形今作腰又姓吳人要離之後漢有河南令要兢於霄切又一𥬇切九,ʔieu
676,要,2,腰,見上注亦作𦝫,ʔieu
676,要,3,葽,秀葽草也,ʔieu
676,要,4,喓,蟲聲,ʔieu
676,要,5,𧍔,蛇名,ʔieu
676,要,6,䙅,䙅襻,ʔieu
676,要,7,邀,邀遮又音梟,ʔieu
676,要,8,䳩,鳥名似山鷄而長尾,ʔieu
676,要,9,蟯,腹中蟲又如消切,ʔieu
677,鴞,1,鴞,[䲭/鴟]鴞于嬌切二,ɦieu
